property_id,type,activation_date,bathroom,floor,total_floor,furnishing,gym,latitude,longitude,lease_type,lift,locality,parking,property_age,property_size,swimming_pool,pin_code,rent,deposit,building_type,photo_count,request_day_within_8d,request_day_within_3d
ff808181597010850159722394da0f20,BHK4,17-03-2017 10:45,3,2,2.0,FULLY_FURNISHED,0,13.041526,77.5683899,FAMILY,0,"MLA Layout, Dollars Colony, RMV 2nd Stage",BOTH,10,1700,0,560094.0,25000,200000,AP,28,0.0,0.0
ff808181597010850159723a703b1161,BHK2,03-03-2017 11:03,2,1,4.0,SEMI_FURNISHED,0,12.88554179,77.57335377,FAMILY,1,Konanakunte,FOUR_WHEELER,1,1100,1,560062.0,14000,140000,AP,28,12.0,3.0
ff808181597010850159726a80cf16a2,BHK2,21-02-2017 18:47,1,0,1.0,SEMI_FURNISHED,0,12.9403959,77.5505528,ANYONE,0,Banashankari,BOTH,5,850,0,560085.0,9500,100000,IF,4,3.0,1.0
ff808181597010850159727b1168187f,BHK1,21-02-2017 14:33,1,1,4.0,SEMI_FURNISHED,1,13.03514018,77.640191,ANYONE,1,Hennur Bande,BOTH,0,750,1,560043.0,15000,150000,AP,1,1.0,0.0
ff808181597010850159730ad33f2ab6,BHK2,14-02-2017 14:37,2,1,5.0,SEMI_FURNISHED,0,12.97308511,77.69957591,ANYONE,0,"Doddanekundi, Bengaluru, Karnataka 560037, India",BOTH,6,1050,0,560037.0,20000,150000,AP,10,3.0,1.0
ff80818159732ee50159738520ec0a65,BHK2,23-02-2017 16:55,2,3,3.0,SEMI_FURNISHED,1,12.847725,77.65016892,FAMILY,1,Electronics City,BOTH,0,1054,1,560100.0,14500,45000,AP,7,2.0,1.0
ff8081815973318901597339bb4801fc,BHK2,07-03-2017 17:58,2,3,14.0,FULLY_FURNISHED,1,12.99356557,77.68366138,FAMILY,1,Mahadevapura,BOTH,8,1333,1,560016.0,27000,150000,AP,2,13.0,3.0
ff808181597331890159733ba9910297,BHK2,13-03-2017 11:53,2,4,4.0,SEMI_FURNISHED,0,12.85079135,77.64883549,FAMILY,1,Electronic City,BOTH,6,1420,0,560100.0,15000,75000,IF,7,2.0,1.0
ff8081815973318901597346695a0694,BHK2,05-03-2017 14:57,2,3,3.0,SEMI_FURNISHED,0,12.89438833,77.53878951,FAMILY,0,Subramanyapura,BOTH,0,900,0,560062.0,15000,150000,IF,6,0.0,0.0
ff8081815973318901597347774306f6,BHK2,09-03-2017 15:15,2,1,5.0,NOT_FURNISHED,1,13.13771915,77.58225274,ANYONE,1,Yelahanka,BOTH,0,1050,1,560064.0,20000,100000,AP,1,0.0,0.0
ff8081815973318901597349a1ff07b9,BHK2,20-03-2017 18:00,2,2,3.0,SEMI_FURNISHED,0,13.02789907,77.66127161,FAMILY,0,Hormavu,TWO_WHEELER,0,900,0,560043.0,10500,75000,IF,4,1.0,0.0
ff808181597331890159734af76f081d,BHK2,23-03-2017 19:53,2,0,3.0,SEMI_FURNISHED,0,13.0324433,77.59129005,FAMILY,1,Anand Nagar,BOTH,15,1500,0,560024.0,25000,220000,AP,19,0.0,0.0
ff808181597331890159736742a81355,BHK2,12-03-2017 11:26,1,0,2.0,SEMI_FURNISHED,0,12.90217443,77.63272044,ANYONE,0,Bommanahalli,TWO_WHEELER,7,1200,0,560068.0,9500,50000,IF,7,2.0,0.0
ff808181597331890159738c4f4a2095,BHK2,09-03-2017 11:03,2,3,3.0,SEMI_FURNISHED,0,12.99912811,77.58363572,ANYONE,1,Kumar Park West,BOTH,15,1300,0,560003.0,30000,300000,AP,2,0.0,0.0
ff80818159733189015973a9a7d52a59,BHK2,18-02-2017 16:48,2,3,3.0,SEMI_FURNISHED,0,12.892064,77.581763,ANYONE,0,JP Nagar 7th Phase,BOTH,1,800,0,560078.0,10000,100000,AP,0,2.0,1.0
ff80818159733189015973b2790a2d42,BHK1,30-03-2017 17:01,1,1,3.0,SEMI_FURNISHED,0,12.94145433,77.63043094,FAMILY,0,Ejipura,NONE,2,600,0,560047.0,10000,100000,IF,2,1.0,1.0
ff80818159733189015973d91dd83560,BHK2,22-02-2017 17:54,2,0,3.0,SEMI_FURNISHED,0,13.01924563,77.6476162,FAMILY,0,HRBR Layout,BOTH,7,1300,0,560043.0,20000,200000,IF,10,5.0,4.0
ff8081815973da34015973e4c21002a9,BHK2,22-02-2017 16:17,2,1,4.0,SEMI_FURNISHED,0,12.99066995,77.68887551,FAMILY,1,Mahadevapura,BOTH,2,1100,0,560048.0,20000,100000,AP,1,2.0,2.0
ff8081815973da34015973eff12b05a6,BHK2,08-03-2017 11:55,2,2,5.0,SEMI_FURNISHED,0,13.00755186,77.60225666,FAMILY,1,Benson Town,BOTH,10,1249,0,560045.0,25000,250000,AP,4,2.0,0.0
ff8081815973f73c015973fbc1df00ee,BHK1,28-03-2017 13:08,1,1,2.0,NOT_FURNISHED,0,12.84863275,77.59017473,ANYONE,0,Gottigere,TWO_WHEELER,0,400,0,560083.0,5000,50000,IF,3,0.0,0.0
ff8081815973f73c015974019b93029c,BHK3,04-03-2017 12:38,4,9,17.0,SEMI_FURNISHED,1,12.99278921,77.56999631,FAMILY,1,Malleshwaram,BOTH,5,2050,1,560003.0,53000,530000,AP,7,0.0,0.0
ff80818159740c9101597462239008ca,RK1,09-02-2017 16:45,1,4,4.0,NOT_FURNISHED,0,12.97030763,77.64964699,ANYONE,0,HAL 3rd Stage,NONE,1,250,0,560075.0,12500,70000,IF,2,0.0,0.0
ff8081815974de960159775a8f2318fd,BHK2,17-02-2017 12:46,1,3,4.0,SEMI_FURNISHED,0,12.95935521,77.63584068,ANYONE,0,Domlur,TWO_WHEELER,0,500,0,560071.0,12000,60000,IF,4,3.0,3.0
ff8081815974de960159779781b32485,BHK3,07-02-2017 12:20,2,2,6.0,SEMI_FURNISHED,1,12.98565009,77.75471159,FAMILY,1,Kadugodi,BOTH,10,1567,1,560066.0,20000,100000,AP,3,3.0,2.0
ff8081815975b6e301597739c5281628,RK1,26-03-2017 15:36,1,3,3.0,SEMI_FURNISHED,0,13.00717636,77.64119393,BACHELOR,0,Banaswadi,TWO_WHEELER,3,550,0,560043.0,8000,80000,IF,4,2.0,2.0
ff8081815975b6e30159774781fa19e3,BHK3,08-03-2017 12:19,2,0,2.0,SEMI_FURNISHED,0,12.92375743,77.56982134,FAMILY,0,Banashankari Stage II,BOTH,20,2400,0,560082.0,30000,300000,IF,0,0.0,0.0
ff8081815975b6e30159774fcd5e1c89,BHK2,11-03-2017 17:49,2,0,2.0,SEMI_FURNISHED,0,12.9023181,77.60097146,FAMILY,0,Bilekahalli,TWO_WHEELER,5,900,0,560076.0,14000,56000,IF,0,0.0,0.0
ff8081815975b6e301597767500c25ae,BHK1,26-02-2017 15:36,1,1,10.0,SEMI_FURNISHED,1,12.90141101,77.57399885,ANYONE,1,Kanakanagar,BOTH,10,740,1,560078.0,16000,160000,AP,8,1.0,1.0
ff8081815975b6e3015977a2c02143cb,BHK2,24-02-2017 16:57,2,1,2.0,SEMI_FURNISHED,0,13.0714902,77.5689097,FAMILY,1,"Thindlu, Bengaluru, Karnataka, India",BOTH,4,1050,0,560092.0,11000,100000,AP,0,1.0,0.0
ff8081815975b6e3015977aaef0c4741,BHK2,24-02-2017 15:13,2,0,2.0,SEMI_FURNISHED,0,13.01895467,77.68414513,FAMILY,0,Ramamurthy Nagar,BOTH,3,850,0,560016.0,15000,150000,IF,4,0.0,0.0
ff8081815975b6e3015977ca744d549c,BHK2,09-02-2017 16:33,2,1,2.0,SEMI_FURNISHED,0,13.0046044,77.578401,FAMILY,0,Vyalikaval,TWO_WHEELER,9,950,0,560003.0,16000,160000,IF,15,6.0,2.0
ff8081815975b6e3015977eabc0562f7,BHK3,24-03-2017 14:29,2,2,2.0,SEMI_FURNISHED,0,12.96596506,77.61496692,FAMILY,0,Victoria Layout,BOTH,30,1200,0,560047.0,30000,330000,IF,7,1.0,0.0
ff8081815975b6e301597806c8eb6e20,BHK3,18-03-2017 20:02,2,0,1.0,SEMI_FURNISHED,0,12.8809004,77.5689137,FAMILY,0,New Bank Colony,BOTH,12,1200,0,560062.0,18000,180000,AP,19,4.0,1.0
ff8081815975b6e30159784947cf0512,BHK3,23-03-2017 11:48,4,4,6.0,SEMI_FURNISHED,0,12.96643858,77.60355759,FAMILY,1,Richmond Town,BOTH,25,1800,0,560025.0,50000,500000,AP,9,2.0,1.0
ff8081815975b6e301597889ec251f87,BHK2,03-02-2017 12:39,2,3,4.0,FULLY_FURNISHED,1,12.90849747,77.51284751,FAMILY,1,Raja Rajeshwari Nagar,BOTH,3,1120,1,560098.0,14000,130000,AP,11,0.0,0.0
ff8081815975b6e30159788e39f22148,BHK3,13-03-2017 11:52,3,0,1.0,SEMI_FURNISHED,1,13.07482988,77.73553661,FAMILY,0,Budigere,BOTH,0,2940,1,562129.0,50000,500000,IH,9,0.0,0.0
ff8081815975b6e3015978eb40a9456e,BHK3,08-03-2017 13:46,3,4,4.0,SEMI_FURNISHED,1,13.0839005,77.5126279,ANYONE,1,Chikbanavara,BOTH,5,1450,0,560090.0,8000,100000,AP,1,0.0,0.0
ff8081815975b6e30159794dd35660bd,BHK2,25-02-2017 18:46,2,0,3.0,FULLY_FURNISHED,0,12.96419829,77.71240309,ANYONE,0,Marathahallii,TWO_WHEELER,6,1200,0,560037.0,5000,34250,AP,10,1.0,0.0
ff8081815975b6e301597a048ef37fbb,BHK2,04-02-2017 20:04,2,1,5.0,SEMI_FURNISHED,1,12.88971984,77.67051038,ANYONE,1,Kudlu,BOTH,3,1168,0,560068.0,14000,80000,AP,4,10.0,5.0
ff808181597a44b501597c0d2b0f089e,BHK2,24-02-2017 08:46,2,3,10.0,SEMI_FURNISHED,1,12.85103533,77.78178559,ANYONE,1,Sarjapur,BOTH,4,1300,1,562125.0,13000,130000,AP,1,4.0,2.0
ff808181597a44b501597c7ace5021e9,BHK1,08-02-2017 12:54,1,1,3.0,SEMI_FURNISHED,0,12.88884695,77.62515832,FAMILY,0,Hongasandra,TWO_WHEELER,0,450,0,560076.0,7000,70000,IF,0,1.0,0.0
ff808181597a44b501597c9df241300b,BHK1,23-02-2017 16:55,1,3,3.0,SEMI_FURNISHED,0,12.89851932,77.60754798,FAMILY,0,Billekahalli,TWO_WHEELER,4,450,0,560076.0,7000,70000,IF,6,0.0,0.0
ff808181597a44b501597cbac73d3ee7,BHK2,09-03-2017 17:32,2,12,12.0,SEMI_FURNISHED,1,12.88721905,77.46902523,ANYONE,1,Kumbalgodu,BOTH,0,900,1,560060.0,14000,100000,AP,5,1.0,0.0
ff808181597a44b501597cf590425c81,BHK2,23-03-2017 16:08,2,1,4.0,SEMI_FURNISHED,0,12.83922718,77.64964313,ANYONE,1,Electronic City,BOTH,0,1200,0,560100.0,17000,120000,AP,0,1.0,1.0
ff808181597a44b501597d0089f56267,BHK2,09-03-2017 09:07,2,1,2.0,SEMI_FURNISHED,0,13.03735861,77.65019789,ANYONE,0,Horamavu Agara,BOTH,2,1400,0,560043.0,16500,75000,IF,7,1.0,0.0
ff808181597a44b501597d09a38966ef,BHK2,23-02-2017 17:58,2,2,2.0,NOT_FURNISHED,0,13.00040205,77.50596429,FAMILY,0,Hegganahalli,TWO_WHEELER,0,850,0,560091.0,8000,75000,IF,5,0.0,0.0
ff808181597a44b501597d134a266b4a,BHK2,24-02-2017 17:39,2,0,3.0,SEMI_FURNISHED,0,13.00659317,77.71541192,FAMILY,0,Krishnarajapura,BOTH,4,1200,0,560049.0,15000,150000,IF,11,1.0,1.0
ff808181597a44b501597d14e29a6c2d,BHK1,23-02-2017 16:30,1,1,1.0,SEMI_FURNISHED,0,12.95230741,77.49447129,ANYONE,0,Jnananjyothinagar,BOTH,10,600,0,560056.0,6000,50000,IF,12,3.0,2.0
ff808181597a44b501597d3fc0377d99,BHK1,23-02-2017 19:27,1,0,2.0,SEMI_FURNISHED,0,12.9021902,77.518582,FAMILY,0,Channasandra,BOTH,4,800,0,560098.0,7000,70000,IF,0,0.0,0.0
ff808181597a44b501597d7523111273,BHK2,20-03-2017 17:40,2,0,3.0,SEMI_FURNISHED,0,13.00676179,77.63595951,ANYONE,0,Lingarajapuram,TWO_WHEELER,10,900,0,560084.0,13000,130000,IF,5,1.0,0.0
ff808181597a44b501597d7e16db1631,BHK3,04-03-2017 12:46,3,0,2.0,SEMI_FURNISHED,0,12.85593548,77.7988458,FAMILY,0,Sarjapur,BOTH,0,1581,0,562125.0,15000,150000,IH,1,0.0,0.0
ff808181597a44b501597d93ebe21fc6,BHK2,07-03-2017 13:06,1,0,3.0,SEMI_FURNISHED,0,13.00315692,77.63576297,ANYONE,0,Banaswadi,TWO_WHEELER,10,900,0,560033.0,13000,130000,IF,0,0.0,0.0
ff808181597a44b501597e1e38dc5746,BHK2,01-02-2017 10:52,1,1,4.0,SEMI_FURNISHED,0,13.00612487,77.73231948,ANYONE,1,Kodigehalli,BOTH,3,600,1,560067.0,11500,70000,AP,0,0.0,0.0
ff808181597a492301597e18bdaf6962,BHK1,15-02-2017 11:32,1,1,3.0,SEMI_FURNISHED,0,12.94633574,77.67447175,ANYONE,0,Kempapura,TWO_WHEELER,1,750,0,Unknown,9000,45000,AP,0,0.0,0.0
ff808181597e339501597eeee53824c5,BHK1,22-03-2017 14:36,1,2,3.0,SEMI_FURNISHED,0,13.02464391,77.70612117,ANYONE,0,Battarahalli,NONE,0,250,0,560049.0,9000,35000,IF,7,2.0,0.0
ff808181597e36f201597ebc57501614,BHK2,03-02-2017 12:57,2,0,3.0,FULLY_FURNISHED,1,12.86832305,77.61662102,ANYONE,0,Akshayanagar,BOTH,2,1800,1,560068.0,20000,200000,IH,13,3.0,1.0
ff8081815980167e015981c07c2118f7,BHK4,25-03-2017 23:16,4,13,18.0,SEMI_FURNISHED,1,12.8951518,77.6601595,FAMILY,1,Harlur,BOTH,1,2346,1,560068.0,38500,200000,AP,8,1.0,0.0
ff808181598019f20159809a7b0f00b2,BHK2,06-03-2017 21:09,2,3,3.0,SEMI_FURNISHED,0,13.0283337,77.69203852,FAMILY,1,Varanasi,FOUR_WHEELER,2,1100,0,560036.0,12500,100000,AP,7,0.0,0.0
ff808181598019f20159818a2c790a43,BHK2,09-02-2017 13:12,2,0,1.0,SEMI_FURNISHED,0,12.94847794,77.55230514,FAMILY,0,Srinagar,BOTH,30,1400,0,560026.0,17000,180000,IF,3,0.0,0.0
ff8081815981cb6c01598202527314af,BHK4,24-02-2017 11:10,5,4,4.0,SEMI_FURNISHED,0,13.00369078,77.614802,ANYONE,1,Richards Town,BOTH,0,2400,0,560005.0,42000,350000,AP,7,0.0,0.0
ff8081815982122b01598243d3040e2e,BHK2,16-03-2017 12:31,2,2,2.0,SEMI_FURNISHED,0,12.87466761,77.65239388,ANYONE,0,Singasandra,TWO_WHEELER,3,700,0,560068.0,10000,50000,IF,8,0.0,0.0
ff8081815982466b015982616fb3097b,BHK2,25-02-2017 16:12,2,0,2.0,NOT_FURNISHED,0,13.00276918,77.48775949,ANYONE,0,Andrahalli,TWO_WHEELER,1,1100,0,560091.0,8000,100000,IF,0,0.0,0.0
ff8081815982466b01598264201c0a86,BHK3,25-02-2017 16:12,2,2,2.0,NOT_FURNISHED,0,13.00283125,77.4878366,ANYONE,0,Andrahalli,BOTH,1,1200,0,560091.0,9000,100000,IF,0,0.0,0.0
ff8081815982466b0159826a0e690c68,BHK3,24-02-2017 12:19,2,0,0.0,SEMI_FURNISHED,0,12.809532,77.696736,FAMILY,0,Chandapura,BOTH,4,2400,0,560099.0,15000,150000,IF,6,0.0,0.0
ff8081815982466b01598271d3a00f93,BHK1,19-02-2017 13:10,1,1,2.0,SEMI_FURNISHED,0,12.9857104,77.5331381,ANYONE,0,Basaweshwara Nagar,TWO_WHEELER,10,600,0,560079.0,5000,50000,IF,8,9.0,3.0
ff8081815982466b015982786a561193,BHK3,10-03-2017 12:33,3,4,19.0,SEMI_FURNISHED,1,13.06414893,77.74911316,FAMILY,1,Budigere,BOTH,0,1636,1,560049.0,25000,250000,AP,1,0.0,0.0
ff8081815982466b015982a79ef92314,BHK2,22-02-2017 13:06,1,1,1.0,NOT_FURNISHED,0,12.95836344,77.53485463,FAMILY,0,RPC Layout,TWO_WHEELER,10,600,0,560040.0,12000,100000,IF,0,1.0,0.0
ff8081815982aac6015982aedf050197,BHK2,25-02-2017 10:53,2,1,2.0,SEMI_FURNISHED,0,13.05131384,77.51380907,FAMILY,0,T. Dasarahalli,BOTH,0,1000,0,560057.0,15000,150000,IF,2,1.0,1.0
ff8081815982aac6015982b0d611024a,BHK1,05-02-2017 14:32,2,0,0.0,SEMI_FURNISHED,0,12.88282599,77.56561454,FAMILY,0,Konanakunte,BOTH,10,1200,0,560062.0,12000,120000,IH,4,0.0,0.0
ff8081815982aac6015982b939a10518,BHK3,04-03-2017 16:33,3,1,1.0,SEMI_FURNISHED,0,13.06825748,77.55962086,ANYONE,0,Vidyaranyapura,BOTH,2,1000,0,560097.0,13000,130000,IF,1,0.0,0.0
ff8081815982aac6015982cdcaec0d5e,BHK3,03-02-2017 15:02,3,1,3.0,SEMI_FURNISHED,0,13.01626242,77.63824009,FAMILY,1,Kammanahalli,BOTH,0,1000,0,560043.0,20000,220000,AP,1,0.0,0.0
ff8081815982aac6015982d112db0ed3,RK1,25-02-2017 17:40,1,0,4.0,NOT_FURNISHED,0,13.05115838,77.51433076,ANYONE,0,T. Dasarahalli,TWO_WHEELER,0,250,0,560057.0,3500,35000,IF,0,2.0,1.0
ff8081815982d2f9015982fb9dc60756,BHK1,06-03-2017 21:14,1,2,2.0,SEMI_FURNISHED,0,12.9127279,77.52041504,ANYONE,0,RR Nagar,TWO_WHEELER,6,500,0,560098.0,9500,100000,IF,0,0.0,0.0
ff8081815982d549015983072ca91478,BHK2,25-02-2017 20:06,2,11,12.0,SEMI_FURNISHED,0,12.78388788,77.65779378,FAMILY,1,Jigani,BOTH,0,940,0,560105.0,14000,60000,AP,3,0.0,0.0
ff8081815983389c0159833c8ce400ed,BHK3,24-02-2017 12:23,3,1,3.0,SEMI_FURNISHED,0,13.00385174,77.60375688,ANYONE,0,chinnappa garden,BOTH,15,1350,0,560046.0,23000,230000,IF,5,2.0,1.0
ff8081815983389c0159833f41ff01d9,BHK2,07-03-2017 12:08,2,1,1.0,SEMI_FURNISHED,0,13.03580171,77.69198725,ANYONE,0,Varanasi,BOTH,2,1100,0,560049.0,12000,120000,IF,0,0.0,0.0
ff808181598370eb0159837a6c7f03fe,BHK2,30-03-2017 16:55,2,0,3.0,SEMI_FURNISHED,0,12.89656033,77.58622099,FAMILY,0,JP Nagar 7th Phase,BOTH,7,1100,0,560078.0,20000,150000,AP,6,0.0,0.0
ff808181598370eb015983ddf7d929f6,BHK4PLUS,26-02-2017 16:11,5,0,18.0,SEMI_FURNISHED,1,12.9308692,77.6950923,FAMILY,1,Kadubeesanahalli,BOTH,0,2493,1,560103.0,50000,500000,AP,1,2.0,1.0
ff808181598370eb015984624817483e,BHK2,24-02-2017 11:21,2,1,1.0,SEMI_FURNISHED,0,13.07143119,77.63339629,FAMILY,0,RK Hegde Nagar,BOTH,1,950,0,560077.0,12000,80000,IF,3,3.0,2.0
ff808181598370eb01598666b8cd6118,BHK2,09-02-2017 12:37,2,3,3.0,SEMI_FURNISHED,1,13.10299079,77.62383703,FAMILY,1,Yelahanka,BOTH,0,1105,0,560064.0,14000,100000,AP,10,0.0,0.0
ff808181598370eb015986a8420f7153,BHK2,10-03-2017 14:37,2,3,5.0,SEMI_FURNISHED,0,12.90777167,77.49137409,FAMILY,0,Kengeri Satellite Town,TWO_WHEELER,8,800,0,560060.0,9500,95000,AP,0,0.0,0.0
ff808181598370eb015986c6554d7be4,BHK2,04-02-2017 11:17,2,2,5.0,FULLY_FURNISHED,0,13.05507446,77.64412136,ANYONE,0,"Hennur Main Road, Kothanur, Bengaluru, Karnataka, India",BOTH,4,1075,0,560077.0,22000,200000,AP,9,0.0,0.0
ff808181598370eb015986e7d3b70d64,BHK2,19-02-2017 16:34,2,2,3.0,SEMI_FURNISHED,0,12.86772349,77.5686023,FAMILY,1,JP Nagar,BOTH,15,835,0,560062.0,11000,100000,AP,4,0.0,0.0
ff808181598370eb015986e976760e0b,BHK1,01-02-2017 14:31,1,2,2.0,NOT_FURNISHED,0,12.90046,77.52892758,FAMILY,0,Uttarahalli Hobli,BOTH,0,550,0,560061.0,7500,75000,IF,5,0.0,0.0
ff808181598370eb015986f52cbe1325,BHK1,28-03-2017 11:45,1,2,3.0,SEMI_FURNISHED,0,13.01951644,77.67300181,ANYONE,0,Ramamurthy Nagar,TWO_WHEELER,5,500,0,560016.0,7000,70000,IF,6,3.0,1.0
ff808181598370eb015986fd52fe1627,BHK2,11-03-2017 17:48,1,0,3.0,SEMI_FURNISHED,0,12.93628785,77.55009244,FAMILY,0,Srinivas Nagar,TWO_WHEELER,2,675,0,560085.0,10500,100000,IF,4,0.0,0.0
ff808181598370eb0159870d16b31d5b,BHK2,27-03-2017 18:30,2,1,4.0,SEMI_FURNISHED,0,12.85841578,77.65163997,FAMILY,0,Chikkathoguru,BOTH,3,1500,0,560100.0,12000,100000,IF,11,0.0,0.0
ff808181598370eb0159871cdc372538,BHK3,25-02-2017 16:08,3,1,3.0,FULLY_FURNISHED,0,12.9169955,77.61902222,ANYONE,1,Madiwala,BOTH,0,1815,0,560068.0,35000,350000,AP,0,0.0,0.0
ff808181598370eb01598723b9b3289c,BHK3,25-02-2017 16:08,3,1,3.0,SEMI_FURNISHED,0,12.91637466,77.61364939,FAMILY,0,BTM Layout,BOTH,10,1815,0,560076.0,30000,300000,AP,0,0.0,0.0
ff808181598370eb0159872719b92a7c,BHK1,20-02-2017 17:27,1,0,1.0,SEMI_FURNISHED,0,13.02288305,77.7155832,FAMILY,0,Battarahalli,FOUR_WHEELER,7,650,0,560049.0,5000,30000,IF,4,16.0,8.0
ff808181598370eb0159873b767233f7,BHK2,27-03-2017 17:56,2,1,2.0,SEMI_FURNISHED,0,12.91688014,77.51780052,FAMILY,0,RR Nagar,BOTH,12,1100,0,560098.0,16000,160000,IF,6,0.0,0.0
ff808181598370eb0159874527e238ce,BHK1,04-02-2017 10:40,1,0,2.0,NOT_FURNISHED,0,13.03234813,77.55428137,ANYONE,0,Yeshwanthpur,TWO_WHEELER,15,350,0,560054.0,9000,90000,IF,1,0.0,0.0
ff808181598370eb0159874b81483c35,BHK2,25-02-2017 15:11,2,2,2.0,SEMI_FURNISHED,0,13.01519152,77.66614425,ANYONE,0,Ramamurthy Nagar,TWO_WHEELER,1,750,0,560016.0,14000,140000,IF,0,0.0,0.0
ff808181598370eb01598755456640dc,BHK1,09-02-2017 11:56,1,0,1.0,SEMI_FURNISHED,0,12.91207051,77.5577957,FAMILY,0,Padmanabhanagar,TWO_WHEELER,12,500,0,560061.0,6000,50000,IF,0,3.0,2.0
ff808181598370eb0159875b917043c0,BHK2,24-03-2017 17:37,2,2,4.0,SEMI_FURNISHED,0,13.00839226,77.65923146,FAMILY,1,Horamavu,BOTH,0,1200,0,560043.0,15000,1500000,AP,7,5.0,5.0
ff808181598370eb0159877e0fae52a6,BHK2,27-03-2017 18:18,2,12,19.0,SEMI_FURNISHED,1,13.06486034,77.74534607,ANYONE,1,Budigere Cross,BOTH,1,1087,1,560049.0,15000,150000,AP,5,0.0,0.0
ff808181598370eb015987b2726f644f,BHK3,26-02-2017 12:32,2,1,2.0,SEMI_FURNISHED,0,12.9520803,77.5707288,FAMILY,0,Shankarapura,BOTH,0,1300,0,560004.0,40000,500000,AP,27,1.0,1.0
ff808181598370eb015987c28fa86aae,BHK3,10-03-2017 20:15,3,1,1.0,SEMI_FURNISHED,0,12.90727442,77.54573542,FAMILY,0,Uttarahalli Hobli,BOTH,2,1800,0,560061.0,22500,150000,IF,6,0.0,0.0
ff808181598370eb015987c6c2166c37,BHK4,28-03-2017 18:14,3,0,1.0,SEMI_FURNISHED,1,13.0256323,77.7598707,ANYONE,0,Whitefield,BOTH,5,2400,1,560067.0,40000,400000,IH,1,0.0,0.0
ff808181598370eb015987dfb700742a,BHK2,28-03-2017 22:20,1,0,1.0,NOT_FURNISHED,0,13.00038962,77.55553385,FAMILY,0,Rajaji Nagar,TWO_WHEELER,21,900,0,560021.0,15000,150000,IF,0,1.0,0.0
ff808181598370eb015987e09f087465,BHK1,17-03-2017 14:34,1,0,1.0,NOT_FURNISHED,0,12.82886311,77.66927691,ANYONE,0,Gollahalli,TWO_WHEELER,1,400,0,560100.0,5500,20000,IF,1,0.0,0.0
ff80818159877fa6015987e5fa0f0e9e,BHK3,14-03-2017 14:02,4,6,8.0,FULLY_FURNISHED,1,13.115323,77.5755506,ANYONE,1,Yelahanka,BOTH,9,1825,1,560064.0,20000,200000,AP,12,1.0,0.0
ff8081815987f1bb015987fb60c702a6,BHK3,11-02-2017 17:58,3,4,13.0,SEMI_FURNISHED,1,12.8747057,77.5948299,ANYONE,1,"Meenakshi Temple Bus Stop, Bannerghatta Main Road, Classic Orchards Layout, Bengaluru, Karnataka, India",BOTH,7,1815,1,Unknown,24000,150000,AP,9,2.0,2.0
ff8081815987f3760159880d6cf2047b,BHK3,18-03-2017 18:21,3,1,2.0,SEMI_FURNISHED,0,12.92228754,77.56010201,FAMILY,0,Banashankari,BOTH,8,1650,0,560070.0,32600,320000,IF,3,0.0,0.0
ff8081815987f37601598836cace1168,BHK1,03-02-2017 17:54,1,0,1.0,SEMI_FURNISHED,0,12.91737449,77.64511042,ANYONE,0,HSR Layout,TWO_WHEELER,5,500,0,560102.0,13500,80000,IF,9,34.0,26.0
ff8081815987f5b8015987fc67e50086,BHK2,13-03-2017 17:29,2,0,1.0,SEMI_FURNISHED,0,12.93025247,77.58454686,ANYONE,0,Jayanagar,BOTH,10,1450,0,560041.0,28000,280000,IF,5,1.0,0.0
ff80818159885815015988a2b6770a05,BHK2,12-03-2017 15:48,2,2,2.0,SEMI_FURNISHED,0,13.03298312,77.55369397,FAMILY,0,Mathikere,BOTH,4,650,0,560054.0,14000,125000,IF,0,0.0,0.0
ff80818159885815015988cad9fb0edc,BHK2,26-03-2017 13:34,1,2,3.0,SEMI_FURNISHED,0,12.95833775,77.51909191,ANYONE,0,Nagarabhavi,FOUR_WHEELER,5,850,0,560072.0,9500,100000,IF,0,1.0,1.0
ff80818159885815015989196d1c1a79,BHK2,13-03-2017 18:17,2,2,4.0,SEMI_FURNISHED,1,12.9032313,77.61918671,ANYONE,1,Bommanahalli,FOUR_WHEELER,1,1000,0,560078.0,15000,100000,AP,4,4.0,3.0
ff8081815988581501598934bff21ccb,BHK2,20-02-2017 14:59,1,2,3.0,NOT_FURNISHED,0,12.9263525,77.59768111,ANYONE,0,Jayanagar,NONE,7,600,0,560041.0,9000,500000,AP,0,1.0,1.0
ff808181598858150159897393772281,BHK2,07-03-2017 15:39,2,0,2.0,SEMI_FURNISHED,0,12.84619382,77.64724664,FAMILY,0,Doddathoguru,BOTH,1,750,0,560100.0,11000,80000,IF,4,1.0,1.0
ff808181598858150159898e9b9a2458,BHK2,11-03-2017 13:29,2,2,3.0,SEMI_FURNISHED,0,13.00438271,77.56551025,FAMILY,1,Malleswaram,BOTH,8,800,0,560003.0,26000,260000,AP,7,0.0,0.0
ff8081815988581501598be3e46734ca,BHK2,07-03-2017 20:13,2,0,3.0,SEMI_FURNISHED,0,12.8768439,77.58388285,ANYONE,0,Kothnur,FOUR_WHEELER,3,900,0,560076.0,8000,70000,IF,7,1.0,0.0
ff8081815988581501598bfc3ff23754,BHK3,17-03-2017 17:08,2,3,4.0,SEMI_FURNISHED,1,13.08554085,77.60593418,ANYONE,1,Yelahanka,BOTH,5,1025,1,560064.0,12000,70000,AP,12,1.0,1.0
